RowType,Ticket,SignalID,Pattern,Direction,Source,Regime,Quality,Session,EngineName,EngineMode,DayType,Confluence,Spread,Slippage,ConfirmationUsed,BarTime,EntryTime,EntryPrice,OriginalSL,CurrentSL,OriginalTP1,TP2,RiskPct,LotSize,RiskDistance,RequestedEntryPrice,ExecutedEntryPrice,EntryBalance,EntryRiskMoney,OriginalLots,RemainingLots,Stage,ExitRegimeClass,ExitBETrigger,ExitChandelier,ExitTP0Dist,ExitTP0Vol,ExitTP1Dist,ExitTP1Vol,ExitTP2Dist,ExitTP2Vol,ExitTime,ExitPrice,PnL_Money,PnL_R,HoldingHours,MAE,MFE,MAE_R,MFE_R,PartialCloseCount,PartialRealized_PnL,PartialRealized_R,TP0_Time,TP1_Time,TP1_Lots,TP1_PnL,TP2_Time,TP2_Lots,TP2_PnL,BE_Time,TrailInternalUpdates,TrailBrokerUpdates,TrailBrokerFailures,LastTrailTime,LastTrailReason,MaxLockedR,ExitRequestTime,ExitRequestReason,ExitRequestPrice,ExitReason,Result,Runner_PnL,Runner_R,TP0_PnL,TP0_R,Total_PnL,Total_R,WouldBeFlatWithoutTP0,Reached05R,Reached10R,PeakR_BeforeBE,BE_Before_TP1,TP0_Closed,TP0_Lots,EarlyExit,EarlyExitReason,LossAvoided_R,LossAvoided_Money
ENTRY,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,0,5.00,0.00,YES,2020.01.02 14:00,2020.01.02 14:00,1522.08,1513.34,1513.34,1549.52,1570.10,0.84,0.09,8.74,1522.08,1522.08,9999.73,84.00,0.09,0.09,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00
ENTRY,4,2020.01.02 17:00|SessionEngine|LONG|3,Silver Bullet Bull FVG (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A_PLUS,NEWYORK,SessionEngine,MODE_SILVER_BULLET,DAY_TREND,40,7.00,0.00,YES,2020.01.02 18:00,2020.01.02 18:00,1529.29,1518.41,1518.41,1561.82,1586.22,0.80,0.07,10.88,1529.29,1529.29,10005.61,80.04,0.07,0.07,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00
EXIT,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,0,5.00,0.00,YES,2020.01.02 14:00,2020.01.02 14:00,1522.08,1513.34,1522.88,1549.52,1570.10,0.84,0.09,8.74,1522.08,1522.08,9999.73,84.00,0.09,0.08,TP0_HIT,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,2020.01.02 19:21,1522.88,12.25,0.15,5.4,0.46,9.31,0.05,1.07,1,6.09,0.07,2020.01.02 15:55,,0.00,0.00,,0.00,0.00,,4,4,0,2020.01.02 17:00,Chandelier Trail: SL=1522.88 (ATRx3.5),0.09,,,0.00,,WIN,6.16,0.07,6.09,0.07,12.25,0.15,NO,YES,YES,1.07,NO,YES,0.01,NO,,0.00,0.00
ENTRY,6,2020.01.02 22:00|PinBarEntry|LONG|7,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A_PLUS,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,0,5.00,0.00,YES,2020.01.02 23:00,2020.01.02 23:00,1528.42,1518.84,1518.84,1558.50,1581.05,0.84,0.08,9.58,1528.42,1528.42,10011.53,84.10,0.08,0.08,INITIAL,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00
EXIT,6,2020.01.02 22:00|PinBarEntry|LONG|7,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A_PLUS,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,0,5.00,0.00,YES,2020.01.02 23:00,2020.01.02 23:00,1528.42,1518.84,1540.85,1558.50,1581.05,0.84,0.08,9.58,1528.42,1528.42,10011.53,84.10,0.08,0.04,TP2_HIT,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,2020.01.03 20:00,1548.78,131.78,1.57,21.0,0.46,23.10,0.05,2.41,3,53.45,0.64,2020.01.03 03:54,2020.01.03 07:31,0.02,27.21,2020.01.03 11:44,0.01,20.31,2020.01.03 08:00,12,10,2,2020.01.03 14:00,Chandelier Trail: SL=1540.85 (ATRx3.0),1.30,2020.01.03 20:00,Weekend closure,1548.78,Weekend closure,WIN,78.33,0.93,5.93,0.07,131.78,1.57,NO,YES,YES,1.61,NO,YES,0.01,NO,,0.00,0.00
EXIT,4,2020.01.02 17:00|SessionEngine|LONG|3,Silver Bullet Bull FVG (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,TRENDING,SETUP_A_PLUS,NEWYORK,SessionEngine,MODE_SILVER_BULLET,DAY_TREND,40,7.00,0.00,YES,2020.01.02 18:00,2020.01.02 18:00,1529.29,1518.41,1540.85,1561.82,1586.22,0.80,0.07,10.88,1529.29,1529.29,10005.61,80.04,0.07,0.04,TP1_HIT,0,1.20,3.50,0.70,10.00,1.50,35.00,2.20,25.00,2020.01.03 20:00,1548.78,112.84,1.41,26.0,6.44,22.23,0.59,2.04,2,37.99,0.47,2020.01.03 04:15,2020.01.03 11:06,0.02,31.12,,0.00,0.00,2020.01.03 11:00,10,10,0,2020.01.03 14:00,Chandelier Trail: SL=1540.85 (ATRx3.0),1.06,2020.01.03 20:00,Weekend closure,1548.78,Weekend closure,WIN,74.85,0.94,6.87,0.09,112.84,1.41,NO,YES,YES,1.48,YES,YES,0.01,NO,,0.00,0.00
ENTRY,14,2020.01.06 01:00|PullbackContinuationEngine|LONG|8,Pullback Continuation LONG (PB=1.7xATR; 3 bars; C1) (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,VOLATILE,SETUP_B_PLUS,ASIA,PullbackContinuationEngine,MODE_NONE,DAY_TREND,0,5.00,0.00,YES,2020.01.06 02:00,2020.01.06 02:00,1569.30,1538.26,1538.26,1660.09,1675.61,0.42,0.01,31.04,1569.30,1569.30,10256.12,43.08,0.01,0.01,INITIAL,3,0.80,3.00,0.60,20.00,1.30,40.00,1.80,30.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00
EXIT,14,2020.01.06 01:00|PullbackContinuationEngine|LONG|8,Pullback Continuation LONG (PB=1.7xATR; 3 bars; C1) (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,VOLATILE,SETUP_B_PLUS,ASIA,PullbackContinuationEngine,MODE_NONE,DAY_TREND,0,5.00,0.00,YES,2020.01.06 02:00,2020.01.06 02:00,1569.30,1538.26,1570.78,1660.09,1675.61,0.42,0.01,31.04,1569.30,1569.30,10256.12,43.08,0.01,0.01,INITIAL,3,0.80,3.00,0.60,20.00,1.30,40.00,1.80,30.00,2020.01.06 09:30,1570.78,1.45,0.03,7.5,2.17,10.78,0.07,0.35,0,0.00,0.00,,,0.00,0.00,,0.00,0.00,,3,1,2,2020.01.06 08:00,Chandelier Trail: SL=1570.78 (ATRx3.0),0.05,,,0.00,,WIN,1.45,0.03,0.00,0.00,1.45,0.03,NO,NO,NO,0.35,NO,NO,0.00,NO,,0.00,0.00
ENTRY,16,2020.01.06 11:00|PinBarEntry|LONG|9,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,VOLATILE,SETUP_A,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,0,4.00,0.00,YES,2020.01.06 12:00,2020.01.06 12:00,1577.34,1567.75,1567.75,1606.79,1611.59,0.59,0.06,9.59,1577.34,1577.34,10257.39,60.31,0.06,0.06,INITIAL,3,0.80,3.00,0.60,20.00,1.30,40.00,1.80,30.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00
ENTRY,17,2020.01.06 13:00|PinBarEntry|LONG|10,Bullish Pin Bar (Confirmed),LONG,SIGNAL_SOURCE_PATTERN,VOLATILE,SETUP_B_PLUS,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,0,4.00,0.00,YES,2020.01.06 14:00,2020.01.06 14:00,1578.92,1569.68,1569.68,1607.30,1611.92,0.44,0.04,9.24,1578.92,1578.92,10257.27,45.23,0.04,0.04,INITIAL,3,0.80,3.00,0.60,20.00,1.30,40.00,1.80,30.00,,,,,,,,,0,0.00,0.00,,,,,,,,,0,0,0,,,0.00,,,,,,,,,,,,,NO,NO,0.00,NO,NO,0.00,NO,,0.00,0.00
